lat,long,time,date,area(place),roadtype,temperature,weather,vehicletype,rain,humidity,accidents,traffic
17.800882,83.216149,09:14,2022-08-18,Dwaraka Nagar,Major Arterial,28.3,Overcast,Two-wheeler,4.244,80.4,1,48.2
17.737513,83.279875,19:41,2019-10-21,Malkapuram,Minor Arterial,34.4,Drizzle,Two-wheeler,0.058,54.7,4,75.3
17.610028,83.262634,15:00,2023-04-02,Vizag Port,Local Road,29.4,Overcast,Car,0.078,85.6,1,45.8
17.804138,83.152911,11:30,2021-08-25,Bheemunipatnam,Minor Arterial,32.8,Drizzle,Auto-rickshaw,1.504,86.9,2,59.2
17.603956,83.289203,16:34,2022-08-08,Dwaraka Nagar,National Highway,31.0,Drizzle,Two-wheeler,0.871,78.6,1,61.8
17.87558,83.315381,18:22,2019-03-15,Pendurthi,Local Road,26.7,Overcast,Auto-rickshaw,0.164,77.3,1,74.6
17.707251,83.297979,17:18,2023-12-04,Seethammadhara,National Highway,28.3,Clear,Car,0.031,54.5,1,63.8
17.61409,83.33407,14:14,2020-04-28,Anakapalle,Minor Arterial,28.1,Clear,Car,0.223,82.8,1,48.7
17.805923,83.292835,14:00,2019-01-16,Rushikonda,Local Road,30.9,Overcast,Auto-rickshaw,0.034,86.6,1,45.5
17.73919,83.166688,00:34,2023-03-30,Anakapalle,Major Arterial,25.2,Clear,Car,0.275,89.5,2,31.5
17.94083,83.179111,21:03,2022-09-21,Gopalapatnam,Major Arterial,29.5,Light Rain,Car,1.112,68.2,1,62.1
17.79047,83.299119,18:37,2021-03-03,Kailasagiri,National Highway,33.8,Drizzle,Car,0.339,72.9,1,81.1
17.696334,83.218745,08:57,2020-05-30,Gopalapatnam,Local Road,29.4,Clear,Car,0.038,68.6,1,62.0
17.848304,83.169911,16:00,2021-07-13,Rushikonda,Minor Arterial,29.3,Light Rain,Two-wheeler,0.711,64.5,1,70.2
17.695022,83.257401,23:45,2022-02-24,Seethammadhara,State Highway,23.8,Clear,Car,0.375,84.7,1,24.6
17.916485,83.288581,17:50,2021-04-03,Dwaraka Nagar,Major Arterial,31.4,Clear,Car,0.321,77.0,1,61.5
17.731153,83.232186,14:26,2020-06-01,Kailasagiri,Minor Arterial,25.3,Overcast,Car,5.061,79.7,1,30.0
17.792454,83.330108,06:06,2019-05-09,Bheemunipatnam,Major Arterial,32.0,Overcast,Two-wheeler,0.05,77.7,1,28.1
17.617701,83.310943,14:50,2020-05-25,Scindia,State Highway,29.7,Overcast,Car,0.155,72.1,1,43.3
17.749142,83.233205,09:25,2020-02-27,Gajuwaka,Minor Arterial,25.3,Clear,Two-wheeler,0.004,71.1,1,50.5
17.891327,83.338718,05:26,2020-01-20,Bheemunipatnam,Local Road,27.9,Clear,Auto-rickshaw,0.672,94.2,1,13.9
17.881977,83.312174,18:37,2019-08-20,Seethammadhara,Major Arterial,20.3,Light Rain,Two-wheeler,0.289,74.8,1,80.0
17.678511,83.309361,08:06,2021-08-16,Bheemunipatnam,State Highway,25.1,Clear,Car,3.526,84.4,1,61.1
17.679128,83.288357,15:32,2021-04-04,MVP Colony,Local Road,38.0,Overcast,Two-wheeler,0.227,82.1,4,52.1
17.886057,83.152847,14:54,2022-05-03,Gajuwaka,State Highway,30.6,Clear,Car,0.552,72.5,1,55.2
17.925639,83.324127,18:28,2019-03-06,Gopalapatnam,Minor Arterial,26.9,Clear,Car,0.057,74.5,1,69.4
17.633376,83.24401,12:55,2021-04-12,Pendurthi,Minor Arterial,32.4,Clear,Car,0.085,69.4,1,31.2
17.757521,83.385652,14:15,2020-09-06,Anakapalle,Major Arterial,31.5,Clear,Two-wheeler,0.269,84.1,1,39.9
17.718109,83.354496,17:42,2022-07-24,Malkapuram,Minor Arterial,33.3,Overcast,Auto-rickshaw,0.823,87.8,1,61.7
17.904741,83.296924,18:14,2023-08-21,Seethammadhara,Major Arterial,28.2,Clear,Two-wheeler,4.42,69.5,1,70.6
17.629234,83.213045,17:17,2022-06-01,Rushikonda,Minor Arterial,27.7,Light Rain,Auto-rickshaw,1.27,81.6,1,66.7
17.673894,83.200929,19:50,2021-03-11,Dwaraka Nagar,Minor Arterial,29.5,Clear,Car,0.108,75.1,1,85.5
17.863364,83.235096,13:45,2019-10-05,Dwaraka Nagar,Local Road,28.5,Clear,Two-wheeler,0.079,55.3,1,45.0
17.617953,83.269142,06:35,2023-09-14,NAD Junction,Minor Arterial,27.9,Light Rain,Car,1.318,65.7,1,7.5
17.772387,83.224016,12:27,2020-01-01,Gopalapatnam,State Highway,30.2,Overcast,Car,0.257,88.3,1,38.2
17.754737,83.278732,14:31,2020-05-30,Gopalapatnam,National Highway,33.1,Overcast,Car,0.104,86.3,1,48.3
17.71704,83.191343,23:35,2022-05-23,Vizag Port,National Highway,31.5,Clear,Two-wheeler,0.053,76.2,1,8.9
17.7381,83.394428,16:42,2020-03-14,Malkapuram,Local Road,35.6,Clear,Cycle,0.176,71.8,2,58.0
17.785479,83.176981,15:22,2020-03-03,Siripuram,Local Road,34.1,Drizzle,Car,0.091,67.3,1,48.3
17.656479,83.382986,08:05,2020-12-29,Kurmannapalem,National Highway,30.0,Overcast,Two-wheeler,1.034,64.6,1,58.7
17.800199,83.378395,06:44,2020-01-31,Dwaraka Nagar,Minor Arterial,31.8,Clear,Car,0.116,78.5,1,0.0
17.881901,83.28134,15:27,2022-05-17,Kailasagiri,State Highway,29.3,Clear,Two-wheeler,0.114,73.7,1,59.2
17.866056,83.331228,08:19,2023-03-05,Bheemunipatnam,Local Road,28.4,Clear,Two-wheeler,0.366,66.9,1,71.9
17.653865,83.259012,06:06,2023-01-26,Pendurthi,State Highway,30.5,Heavy Rain,Two-wheeler,0.058,84.6,1,23.9
17.652237,83.307509,18:49,2020-08-08,Gopalapatnam,Minor Arterial,32.5,Drizzle,Bus,0.102,73.6,1,70.8
17.693861,83.235144,19:36,2022-06-04,Seethammadhara,State Highway,25.2,Fog,Two-wheeler,2.884,72.2,1,70.2
17.726376,83.22529,16:10,2020-01-10,Kurmannapalem,Major Arterial,26.4,Clear,Car,0.178,81.0,1,77.7
17.742959,83.294557,17:20,2023-03-04,Gopalapatnam,State Highway,28.6,Heavy Rain,Two-wheeler,0.06,83.9,1,60.5
17.837894,83.274532,07:37,2021-08-05,MVP Colony,Minor Arterial,32.9,Drizzle,Two-wheeler,0.63,78.1,1,39.9
17.619838,83.294884,08:36,2019-04-03,NAD Junction,Major Arterial,31.6,Clear,Two-wheeler,0.111,90.0,1,50.1
17.612135,83.221665,01:42,2023-01-23,Dwaraka Nagar,Major Arterial,31.8,Drizzle,Bus,0.228,93.8,1,18.8
17.737169,83.241739,20:43,2023-05-20,NAD Junction,National Highway,30.9,Fog,Two-wheeler,0.126,81.4,1,51.5
17.844007,83.170974,14:02,2019-11-17,Seethammadhara,Minor Arterial,30.5,Clear,Two-wheeler,0.101,67.4,1,45.3
17.667702,83.163069,18:43,2021-10-30,Malkapuram,Local Road,25.1,Clear,Two-wheeler,0.303,63.7,2,98.2
17.824527,83.213364,17:26,2021-07-02,Dwaraka Nagar,Local Road,26.1,Clear,Two-wheeler,0.112,82.4,1,86.9
17.69094,83.168562,09:31,2022-08-19,Bheemunipatnam,Local Road,27.6,Overcast,Auto-rickshaw,1.586,60.8,1,54.6
17.91013,83.175944,19:07,2022-09-07,Malkapuram,Major Arterial,24.8,Heavy Rain,Auto-rickshaw,0.894,72.3,1,69.5
17.913491,83.353232,20:51,2023-01-19,Gajuwaka,Minor Arterial,24.6,Clear,Two-wheeler,0.082,71.7,2,56.9
17.704051,83.159718,09:17,2022-07-25,Bheemunipatnam,Major Arterial,27.0,Light Rain,Two-wheeler,3.938,83.6,1,62.3
17.680498,83.314736,09:10,2023-06-10,Kurmannapalem,State Highway,23.8,Drizzle,Car,2.257,83.1,1,53.3
17.743956,83.218139,18:54,2023-04-11,Anakapalle,Major Arterial,30.8,Clear,Two-wheeler,0.05,77.7,1,71.9
17.684186,83.367886,10:36,2023-10-20,Pendurthi,State Highway,29.0,Clear,Truck,0.211,99.2,2,46.5
17.835334,83.271248,17:40,2022-11-17,Gopalapatnam,National Highway,25.6,Clear,Two-wheeler,0.346,61.6,1,69.9
17.889123,83.226394,17:46,2021-07-05,MVP Colony,National Highway,27.1,Light Rain,Car,6.812,78.3,1,68.0
17.835582,83.27941,07:12,2019-04-05,Seethammadhara,Major Arterial,30.0,Drizzle,Two-wheeler,0.24,82.9,1,47.9
17.888523,83.24549,06:22,2023-11-15,NAD Junction,Major Arterial,32.8,Clear,Auto-rickshaw,0.235,71.4,1,0.0
17.738947,83.291075,11:49,2021-08-16,Kurmannapalem,Minor Arterial,28.5,Light Rain,Two-wheeler,1.425,69.8,1,46.0
17.654711,83.178633,01:36,2022-02-04,Kurmannapalem,Minor Arterial,34.8,Light Rain,Two-wheeler,0.008,80.9,1,12.8
17.858283,83.399248,14:28,2022-11-14,Malkapuram,Local Road,26.8,Light Rain,Car,0.176,86.8,1,70.6
17.726166,83.256389,17:37,2023-11-19,Siripuram,State Highway,26.8,Clear,Two-wheeler,0.327,69.5,1,65.8
17.834945,83.237058,08:43,2023-03-30,Kurmannapalem,State Highway,31.5,Clear,Two-wheeler,0.101,85.1,1,67.2
17.694725,83.327552,16:39,2023-08-24,NAD Junction,Local Road,20.4,Clear,Two-wheeler,1.326,56.5,1,54.6
17.62843,83.240975,18:55,2019-03-12,Malkapuram,Major Arterial,30.3,Drizzle,Auto-rickshaw,0.522,77.2,2,97.9
17.947404,83.358319,15:01,2020-10-25,Vizag Port,Local Road,27.7,Heavy Rain,Two-wheeler,0.038,93.1,1,62.2
17.654671,83.263568,05:48,2021-08-26,Gajuwaka,Minor Arterial,28.3,Drizzle,Two-wheeler,0.494,67.6,1,17.9
17.945947,83.32989,19:41,2020-08-09,NAD Junction,Minor Arterial,27.0,Clear,Auto-rickshaw,0.175,67.1,1,70.5
17.942048,83.176863,13:31,2022-10-31,Dwaraka Nagar,State Highway,29.8,Clear,Truck,0.139,87.6,1,46.6
17.877836,83.36153,09:06,2020-12-27,NAD Junction,Local Road,22.5,Overcast,Car,0.366,61.7,1,51.7
17.830798,83.333929,05:26,2020-01-03,Kurmannapalem,National Highway,25.8,Clear,Car,0.114,73.7,1,0.0
17.802232,83.202929,18:16,2019-02-20,Gajuwaka,Major Arterial,33.9,Fog,Truck,0.014,86.8,4,96.7
17.903136,83.186322,11:22,2022-03-12,Vizag Port,Minor Arterial,28.2,Clear,Two-wheeler,0.061,100.0,1,50.8
17.701304,83.229073,09:01,2022-12-13,Gajuwaka,Minor Arterial,24.5,Clear,Car,0.441,77.0,2,68.3
17.763688,83.394018,09:17,2023-04-21,Anakapalle,Local Road,31.2,Light Rain,Two-wheeler,0.163,78.1,1,45.7
17.816786,83.214208,16:28,2023-03-04,Bheemunipatnam,National Highway,30.2,Clear,Two-wheeler,0.491,92.0,1,56.8
17.743917,83.264032,12:17,2021-09-14,MVP Colony,Minor Arterial,28.3,Overcast,Two-wheeler,2.698,69.5,2,33.3
17.74962,83.157505,07:47,2022-04-05,Gopalapatnam,Minor Arterial,30.7,Drizzle,Car,0.107,72.4,1,42.3
17.7156,83.249307,19:32,2023-11-07,Seethammadhara,State Highway,26.2,Light Rain,Auto-rickshaw,0.201,84.0,1,63.3
17.797481,83.29283,06:55,2019-09-17,Malkapuram,Local Road,24.2,Light Rain,Car,1.638,84.7,1,31.4
17.897701,83.388281,10:59,2022-04-30,Anakapalle,Major Arterial,25.4,Overcast,Two-wheeler,0.275,73.8,3,58.3
17.670535,83.279184,00:03,2022-05-10,Bheemunipatnam,Minor Arterial,28.5,Clear,Car,0.081,86.6,1,32.8
17.927052,83.354777,16:02,2023-12-03,Gajuwaka,Local Road,31.9,Clear,Car,0.068,80.8,1,76.7
17.841181,83.286782,09:57,2022-04-23,Scindia,Minor Arterial,29.7,Light Rain,Car,0.231,75.9,1,47.7
17.888146,83.160196,21:15,2019-06-07,Gopalapatnam,Local Road,27.5,Storm,Car,2.562,76.7,1,35.4
17.794667,83.228752,20:05,2023-11-17,Malkapuram,Local Road,23.4,Overcast,Two-wheeler,0.107,57.1,1,58.0
17.872831,83.293887,16:12,2023-07-04,MVP Colony,Minor Arterial,28.0,Drizzle,Car,0.581,73.7,1,62.1
17.60567,83.387648,12:03,2019-04-09,Pendurthi,Local Road,29.8,Drizzle,Two-wheeler,0.349,71.5,2,43.2
17.886433,83.364783,18:36,2019-08-29,Anakapalle,State Highway,27.0,Drizzle,Car,1.742,70.6,1,88.9
17.614049,83.207089,20:55,2023-02-23,NAD Junction,Local Road,26.2,Clear,Truck,0.084,66.7,1,39.7
17.91147,83.205027,17:36,2019-07-21,Anakapalle,Major Arterial,26.3,Light Rain,Two-wheeler,1.131,86.9,2,68.3
17.947187,83.200293,21:19,2020-09-25,Vizag Port,Local Road,27.3,Heavy Rain,Two-wheeler,4.861,82.2,1,37.7
17.702924,83.380625,14:54,2023-03-13,Rushikonda,Minor Arterial,27.9,Light Rain,Cycle,0.277,91.7,2,47.8
17.673611,83.363167,16:48,2023-07-11,Gopalapatnam,Local Road,21.2,Heavy Rain,Truck,0.376,74.2,1,55.8
17.867877,83.343721,08:44,2022-01-24,Siripuram,Local Road,23.0,Light Rain,Two-wheeler,0.07,77.9,1,51.7
17.688559,83.248184,22:36,2021-01-15,Kurmannapalem,Minor Arterial,26.4,Drizzle,Two-wheeler,0.062,84.0,1,30.4
17.902947,83.276095,10:22,2020-05-04,Rushikonda,Minor Arterial,33.8,Clear,Two-wheeler,0.377,79.9,1,51.1
17.635995,83.266083,18:28,2020-08-01,Bheemunipatnam,Local Road,23.8,Clear,Two-wheeler,1.538,87.5,1,87.9
17.644084,83.21335,22:17,2022-05-26,Gajuwaka,State Highway,32.7,Clear,Truck,0.563,78.0,3,42.9
17.942703,83.276257,22:51,2020-06-10,MVP Colony,National Highway,33.0,Drizzle,Two-wheeler,0.143,76.2,1,34.1
17.835844,83.157624,15:16,2019-09-30,Vizag Port,Major Arterial,27.2,Clear,Car,0.08,79.4,1,43.2
17.896411,83.182953,08:06,2022-05-27,Rushikonda,Minor Arterial,29.7,Drizzle,Auto-rickshaw,0.226,57.6,1,73.3
17.713515,83.371647,20:43,2021-02-24,MVP Colony,Major Arterial,29.6,Drizzle,Two-wheeler,0.062,94.7,1,62.1
17.836769,83.33792,06:14,2023-08-10,Vizag Port,Major Arterial,28.3,Light Rain,Two-wheeler,1.705,80.2,1,11.3
17.807985,83.255717,20:47,2022-09-17,Kailasagiri,State Highway,26.1,Drizzle,Truck,1.928,76.0,1,64.3
17.811103,83.279288,02:27,2020-03-28,Scindia,Major Arterial,28.8,Clear,Car,0.073,85.0,1,0.0
17.838886,83.2425,07:42,2022-03-21,Gopalapatnam,State Highway,25.9,Clear,Two-wheeler,0.61,87.9,1,32.6
17.801376,83.335195,14:59,2019-12-13,Pendurthi,Major Arterial,32.1,Clear,Car,0.298,94.3,1,37.8
17.750172,83.346047,12:34,2021-03-26,MVP Colony,Major Arterial,27.4,Drizzle,Truck,0.092,75.1,1,55.5
17.696573,83.340821,11:15,2020-02-18,Vizag Port,Minor Arterial,29.3,Clear,Two-wheeler,0.106,91.4,1,46.3
17.869003,83.330653,13:14,2023-03-31,Kurmannapalem,State Highway,33.0,Clear,Two-wheeler,0.252,83.0,1,42.1
17.679195,83.201126,06:15,2020-03-06,Kailasagiri,Local Road,27.5,Light Rain,Two-wheeler,0.072,71.0,1,13.4
17.842324,83.234492,12:09,2020-01-14,Vizag Port,Minor Arterial,25.7,Clear,Cycle,0.07,92.6,1,22.0
17.681666,83.267461,11:09,2021-09-24,Dwaraka Nagar,State Highway,26.3,Heavy Rain,Two-wheeler,1.471,75.2,1,39.2
17.818866,83.232698,06:44,2021-06-13,Rushikonda,Major Arterial,28.0,Drizzle,Two-wheeler,0.217,79.0,2,7.3
17.861477,83.338735,17:45,2020-03-03,Rushikonda,Local Road,27.6,Clear,Two-wheeler,1.002,81.2,1,88.8
17.67655,83.232338,14:31,2022-01-12,Kailasagiri,National Highway,27.5,Clear,Cycle,0.068,85.9,1,50.0
17.62098,83.184558,23:13,2019-07-11,Dwaraka Nagar,Local Road,29.0,Clear,Two-wheeler,0.724,82.7,1,33.3
17.645841,83.24976,19:25,2019-02-10,Gopalapatnam,Major Arterial,28.4,Overcast,Car,0.051,75.9,1,62.4
17.812099,83.394979,20:51,2023-12-02,MVP Colony,Minor Arterial,26.6,Clear,Two-wheeler,0.206,67.5,1,58.1
17.897306,83.20647,06:49,2022-08-25,Bheemunipatnam,Ghat Road,28.0,Clear,Car,0.094,83.6,1,12.5
17.615749,83.30304,19:27,2022-11-02,Vizag Port,Minor Arterial,25.9,Drizzle,Car,0.526,59.7,1,65.4
17.856953,83.258243,18:12,2019-05-16,NAD Junction,Local Road,29.5,Clear,Two-wheeler,0.072,87.3,1,86.6
17.719462,83.167756,05:48,2023-12-19,Vizag Port,Local Road,21.0,Fog,Two-wheeler,0.524,68.3,1,3.0
17.767485,83.271969,06:41,2019-04-16,NAD Junction,Local Road,28.5,Overcast,Two-wheeler,0.058,88.4,1,3.8
17.925101,83.325541,09:12,2020-06-02,MVP Colony,Local Road,30.4,Light Rain,Two-wheeler,1.082,80.9,1,59.1
17.71619,83.278305,09:35,2021-03-24,Malkapuram,Major Arterial,29.9,Clear,Car,0.238,74.7,3,74.9
17.762868,83.368027,17:18,2023-04-15,Kurmannapalem,Major Arterial,33.2,Clear,Two-wheeler,0.19,73.5,1,74.6
17.604789,83.222234,06:15,2019-05-06,Gajuwaka,Major Arterial,32.3,Light Rain,Car,0.144,69.8,1,27.3
17.62856,83.171562,12:17,2022-10-12,Dwaraka Nagar,Ghat Road,26.5,Clear,Two-wheeler,0.311,59.2,1,31.1
17.690507,83.384141,07:47,2020-02-04,Malkapuram,Major Arterial,24.2,Light Rain,Two-wheeler,0.127,81.5,1,48.2
17.609748,83.244549,20:51,2019-03-20,Malkapuram,National Highway,27.0,Clear,Two-wheeler,0.081,81.1,1,41.5
17.820981,83.294101,13:51,2020-01-24,Pendurthi,Local Road,18.7,Clear,Two-wheeler,0.254,87.8,1,31.1
17.749239,83.348001,22:12,2023-05-22,Gopalapatnam,Major Arterial,34.4,Clear,Two-wheeler,0.554,74.0,1,41.3
17.791851,83.231078,02:11,2023-04-08,Siripuram,Minor Arterial,31.6,Clear,Car,0.184,83.9,1,14.9
17.661127,83.329041,07:27,2023-09-21,Vizag Port,Local Road,30.6,Clear,Two-wheeler,0.492,83.1,1,41.6
17.703576,83.183855,14:12,2019-03-15,Dwaraka Nagar,Minor Arterial,26.5,Clear,Truck,0.288,98.1,1,39.6
17.832339,83.222823,12:26,2021-10-25,Anakapalle,Minor Arterial,23.2,Overcast,Bus,0.287,62.1,1,34.7
17.937856,83.186178,11:01,2023-01-26,Seethammadhara,Minor Arterial,28.6,Clear,Truck,0.062,94.7,1,47.7
17.617646,83.352808,10:25,2019-03-23,Kailasagiri,Minor Arterial,28.5,Drizzle,Cycle,0.097,83.1,1,55.6
17.911635,83.205662,09:30,2023-04-10,Rushikonda,State Highway,30.6,Clear,Auto-rickshaw,0.03,81.2,1,64.3
17.801908,83.329351,14:55,2021-02-14,Gajuwaka,Major Arterial,28.9,Clear,Two-wheeler,0.017,77.1,2,53.2
17.797372,83.385825,19:18,2021-09-17,Seethammadhara,National Highway,26.6,Drizzle,Two-wheeler,2.47,84.2,1,84.6
17.775097,83.281943,18:13,2022-11-29,Vizag Port,Minor Arterial,28.6,Clear,Car,0.093,72.8,1,76.9
17.624288,83.285007,08:16,2023-03-18,Gopalapatnam,Minor Arterial,29.4,Light Rain,Two-wheeler,0.066,67.1,1,60.1
17.631457,83.265258,19:36,2019-10-05,MVP Colony,Major Arterial,33.0,Clear,Auto-rickshaw,0.059,54.0,5,89.8
17.810319,83.231473,19:03,2021-04-19,NAD Junction,Minor Arterial,33.3,Clear,Two-wheeler,0.016,79.1,1,77.0
17.719336,83.268914,13:10,2019-08-12,Dwaraka Nagar,Minor Arterial,24.3,Overcast,Car,6.286,78.6,1,34.2
17.921044,83.300702,13:18,2023-05-27,Dwaraka Nagar,State Highway,29.8,Clear,Car,0.091,70.6,1,43.0
17.742307,83.396498,08:07,2021-12-27,Malkapuram,Major Arterial,25.4,Light Rain,Auto-rickshaw,0.036,65.4,1,85.4
17.650149,83.384441,11:36,2022-09-05,Malkapuram,Local Road,32.1,Overcast,Car,2.994,82.9,1,37.6
17.850152,83.365538,21:08,2020-08-28,Pendurthi,Local Road,26.5,Clear,Two-wheeler,1.926,70.4,1,43.6
17.702674,83.372283,16:26,2019-01-19,Malkapuram,Major Arterial,27.2,Overcast,Two-wheeler,0.217,87.0,3,61.5
17.783915,83.266962,15:57,2020-10-01,Dwaraka Nagar,Minor Arterial,27.7,Clear,Truck,0.071,66.1,1,53.9
17.844241,83.314361,20:37,2022-09-28,MVP Colony,Major Arterial,29.2,Light Rain,Auto-rickshaw,0.805,83.9,1,61.7
17.915092,83.373767,15:16,2023-06-06,MVP Colony,Local Road,24.4,Drizzle,Truck,2.759,79.3,2,55.7
17.877267,83.248238,17:32,2023-11-25,Rushikonda,Major Arterial,28.0,Clear,Car,0.204,71.3,1,67.5
17.836726,83.390441,10:27,2023-10-23,MVP Colony,Local Road,30.8,Overcast,Two-wheeler,0.085,85.1,1,63.1
17.837872,83.253947,06:32,2022-09-28,Gajuwaka,Minor Arterial,27.0,Overcast,Car,0.174,58.1,1,24.1
17.931074,83.300271,14:14,2019-04-07,Pendurthi,Minor Arterial,36.5,Light Rain,Auto-rickshaw,0.461,85.0,2,57.0
17.703538,83.327451,15:35,2021-12-11,Gajuwaka,Minor Arterial,25.3,Light Rain,Two-wheeler,0.623,53.6,4,70.8
17.600389,83.387648,20:47,2019-06-24,Gajuwaka,Major Arterial,26.5,Clear,Car,1.903,77.5,1,51.7
17.695184,83.211154,17:14,2022-09-23,Seethammadhara,Local Road,30.3,Overcast,Two-wheeler,1.764,73.5,1,81.3
17.676262,83.336533,14:22,2023-09-14,Gopalapatnam,Major Arterial,28.1,Drizzle,Car,1.157,76.5,3,37.0
17.831642,83.280204,21:59,2022-10-08,Seethammadhara,Major Arterial,27.3,Clear,Car,0.712,54.6,2,37.5
17.821799,83.217139,07:58,2022-11-15,Pendurthi,Minor Arterial,24.6,Clear,Car,0.237,73.0,1,51.8
17.807711,83.344152,08:10,2022-02-12,Kailasagiri,Major Arterial,26.3,Clear,Two-wheeler,0.016,93.6,4,48.3
17.605685,83.288056,06:39,2019-12-14,Gajuwaka,State Highway,33.5,Clear,Two-wheeler,0.019,63.3,1,11.9
17.855072,83.315243,16:21,2019-01-01,NAD Junction,Local Road,29.0,Overcast,Car,0.662,75.9,1,51.5
17.713236,83.230725,15:32,2019-03-04,Pendurthi,Local Road,29.7,Fog,Cycle,0.574,75.0,1,45.2
17.83277,83.270318,06:38,2023-11-19,Scindia,Minor Arterial,26.1,Clear,Two-wheeler,0.163,78.9,1,12.9
17.794802,83.304339,06:56,2023-11-02,Rushikonda,Local Road,28.6,Light Rain,Two-wheeler,0.048,62.5,1,12.7
17.719956,83.251228,01:18,2019-08-14,Seethammadhara,Ghat Road,27.2,Light Rain,Car,1.314,70.5,2,20.2
17.647102,83.199593,16:48,2020-02-27,Gopalapatnam,Minor Arterial,24.3,Clear,Two-wheeler,0.288,89.4,1,71.5
17.633047,83.39041,18:45,2021-11-08,Anakapalle,Local Road,25.8,Overcast,Two-wheeler,0.002,62.3,1,69.4
17.891031,83.277867,18:54,2019-01-31,Kailasagiri,Major Arterial,26.4,Clear,Car,0.346,92.2,1,68.5
17.921439,83.33348,08:11,2021-04-24,Siripuram,Minor Arterial,37.3,Clear,Car,0.125,73.3,1,55.1
17.827426,83.252762,17:26,2020-09-24,Anakapalle,National Highway,33.6,Heavy Rain,Two-wheeler,0.933,71.5,1,62.4
17.636202,83.238783,11:10,2019-01-24,Gajuwaka,Local Road,23.0,Light Rain,Cycle,0.114,91.1,1,48.7
17.74071,83.251791,17:12,2021-04-16,Gajuwaka,Local Road,28.5,Clear,Two-wheeler,0.235,87.2,1,91.7
17.855129,83.252299,17:07,2021-09-09,Gajuwaka,Major Arterial,27.5,Drizzle,Two-wheeler,0.353,68.7,1,93.1
17.872937,83.286045,13:42,2022-05-19,Dwaraka Nagar,Minor Arterial,31.1,Drizzle,Two-wheeler,0.187,68.5,1,33.7
17.641377,83.285867,09:21,2019-06-10,Dwaraka Nagar,Local Road,27.6,Heavy Rain,Car,0.068,90.5,1,40.3
17.600011,83.274288,12:19,2022-07-02,Gopalapatnam,Local Road,33.5,Light Rain,Bus,2.502,72.9,3,24.0
17.849248,83.183696,20:21,2023-05-14,Seethammadhara,National Highway,29.6,Drizzle,Two-wheeler,0.338,81.8,1,55.9
17.724809,83.274019,18:20,2019-04-24,Dwaraka Nagar,Local Road,36.4,Drizzle,Two-wheeler,0.075,85.6,1,77.5
17.689068,83.192276,15:37,2020-05-18,Gopalapatnam,Major Arterial,33.9,Overcast,Two-wheeler,0.022,70.1,1,52.0
17.604514,83.181534,13:18,2023-08-23,Malkapuram,Local Road,27.8,Light Rain,Two-wheeler,2.066,60.6,1,45.2
17.789105,83.383161,17:18,2021-08-12,Kailasagiri,Major Arterial,26.1,Light Rain,Car,0.953,79.7,1,71.0
17.897903,83.301238,18:30,2022-05-28,MVP Colony,National Highway,29.0,Clear,Car,0.518,63.1,1,100.0
17.935171,83.314873,09:21,2019-12-23,Gopalapatnam,State Highway,33.8,Clear,Two-wheeler,0.087,59.0,1,56.8
17.798011,83.250448,15:09,2019-06-18,Kurmannapalem,Major Arterial,30.2,Light Rain,Auto-rickshaw,2.763,82.6,1,74.3
17.780061,83.377245,07:34,2023-03-28,Malkapuram,Local Road,28.9,Drizzle,Car,0.005,83.5,1,50.3
17.62977,83.309483,21:33,2021-08-26,Anakapalle,National Highway,21.4,Storm,Two-wheeler,2.223,77.0,1,29.7
17.792105,83.342292,07:46,2019-08-30,Kailasagiri,Local Road,26.5,Clear,Two-wheeler,1.701,68.5,1,22.8
17.732993,83.242141,18:52,2022-10-30,MVP Colony,Ghat Road,26.9,Clear,Car,0.149,83.4,1,90.5
17.812497,83.390003,19:46,2019-05-19,Siripuram,Local Road,31.7,Clear,Car,0.483,67.9,1,62.3
17.736054,83.355115,18:27,2019-04-07,Seethammadhara,Minor Arterial,30.6,Light Rain,Car,0.57,58.0,1,97.1
17.684105,83.363487,18:04,2019-05-27,MVP Colony,Minor Arterial,29.8,Clear,Car,0.531,59.7,1,85.7
17.633238,83.193049,14:34,2022-04-20,Gajuwaka,National Highway,32.0,Clear,Two-wheeler,0.182,79.2,2,51.5
17.710221,83.217741,12:14,2021-12-16,NAD Junction,State Highway,30.7,Clear,Two-wheeler,0.147,67.9,2,30.1
17.633826,83.221407,17:37,2021-12-01,Kailasagiri,Local Road,26.2,Fog,Truck,0.063,75.5,2,71.7
17.661914,83.217727,18:28,2021-05-15,MVP Colony,National Highway,28.0,Clear,Truck,0.035,82.9,1,93.1
17.945568,83.363852,13:25,2023-10-01,Anakapalle,Local Road,26.3,Light Rain,Auto-rickshaw,0.163,70.0,1,38.5
17.755436,83.157971,14:27,2020-06-26,Gajuwaka,National Highway,25.1,Overcast,Auto-rickshaw,0.241,61.6,1,55.1
17.786155,83.169025,10:55,2020-11-22,Vizag Port,State Highway,27.2,Heavy Rain,Two-wheeler,0.038,63.6,1,45.4
17.905766,83.218479,10:15,2021-10-22,Bheemunipatnam,State Highway,34.0,Clear,Two-wheeler,0.088,65.6,1,56.4
17.948449,83.199968,13:12,2022-08-04,Gopalapatnam,Local Road,27.0,Drizzle,Truck,0.31,88.8,1,24.2
